Gene,log2FC,pvalue,n_g12d,n_wt,FDR
INTS8 (55656),-0.22419970937690703,0.2604734613724796,13,38,
VIRMA (25962),-0.22380295937076244,0.1871413288513526,13,38,
FREM1 (158326),-0.6812562407212515,0.0015433812954224178,13,38,
GEM (2669),-0.31884380751726615,0.4168511966779337,13,38,
PDP1 (54704),0.4654556104155132,0.2068960899068688,13,38,
TMEM67 (91147),0.1290722989349704,0.570721117303115,13,38,
WASHC5 (9897),-0.19989509910977077,0.40328127929432456,13,38,
RPP25L (138716),0.15246936400065714,0.4452827223315189,13,38,
FAM219A (203259),0.021481735885645392,0.941403003450374,13,38,
C9orf24 (84688),-0.3076515598213351,0.09436574190198288,13,38,
SNAPC3 (6619),0.3051768277186264,0.09618736237731394,13,38,
MYORG (57462),0.08029137735069414,0.8376350757391988,13,38,
NUDT2 (318),-0.021182440232467847,0.899440523747995,13,38,
TMEM65 (157378),0.01650014668325106,0.9304195091058627,13,38,
PSIP1 (11168),-0.029549325206463806,0.907265855317446,13,38,
CCDC171 (203238),-0.006248536847897501,0.956475315707068,13,38,
UBAP1 (51271),0.16637401383940187,0.2962386635527106,13,38,
DIRAS2 (54769),-0.1536837014378386,0.189201782193821,13,38,
SYK (6850),0.6758191564333607,0.08440650185482862,13,38,
NIPSNAP3B (55335),0.16744770511749402,0.30201984456176056,13,38,
ABCA1 (19),-0.3313253884337537,0.10608536742620214,13,38,
NFIL3 (4783),-0.294869485998666,0.09119052765580962,13,38,
LETM2 (137994),0.41900058864070044,0.36382125492977957,13,38,
METTL2B (55798),-0.06423225168058266,0.6244036136033857,13,38,
PRKACG (5568),0.0015243888062925828,0.8447270124527236,13,38,
FXN (2395),-0.049493715888295764,0.8176810893474161,13,38,
ZMAT4 (79698),-0.1383977414465001,0.12938099784510879,13,38,
NKX6-3 (157848),0.023516965758807157,0.7684047911058189,13,38,
TMEM71 (137835),-0.14379626186010258,0.12052357274887444,13,38,
MAMDC2 (256691),0.3392714294432684,0.19602587360209017,13,38,
PRSS37 (136242),0.004919093723056822,0.777415245719191,13,38,
CPA6 (57094),-0.1666751055577534,0.40855530531303386,13,38,
C8orf34 (116328),0.08484105750389076,0.4778248474784489,13,38,
TMC1 (117531),0.40245036484743696,0.0044571193345147786,13,38,
ALDH1A1 (216),-1.0002926779064314,0.2582632089374697,13,38,
KDM1B (221656),0.11498902337231609,0.5756692124393068,13,38,
HGSNAT (138050),0.184336052106016,0.5311392072921031,13,38,
RASEF (158158),0.3243022731475631,0.36468504035114735,13,38,
GKAP1 (80318),-0.23743332272685413,0.3349745712351101,13,38,
KIF27 (55582),0.29856547062724337,0.2345697991749866,13,38,
C9orf64 (84267),-0.022051824533001696,0.9195001936507231,13,38,
HNRNPK (3190),0.032147173132710094,0.7699107248052312,13,38,
SSMEM1 (136263),0.00807618459708061,0.3114501474494362,13,38,
SVEP1 (79987),0.25226830386259735,0.05989532124448086,13,38,
TRPV6 (55503),0.10390821469664835,0.7301908274094915,13,38,
LLCFC1 (135927),-0.0005354367624539058,0.9829613445717791,13,38,
ANKS6 (203286),0.21322001941892266,0.36466574419544107,13,38,
FBP1 (2203),0.3559088137458377,0.5866283549417111,13,38,
PGAP4 (84302),-0.2169988992108005,0.5770918394135667,13,38,
ZHX1 (11244),-0.4010041555777679,0.22717543285330177,13,38,
CFAP47 (286464),0.0891241219490154,0.3137269620129942,13,38,
CYBB (1536),0.13544878882687372,0.24856629354910423,13,38,
DYNLT3 (6990),-0.22154263950160136,0.24614917013722867,13,38,
METTL27 (155368),0.6304507169841225,0.11553708429810564,13,38,
MID1IP1 (58526),-0.04966728543111998,0.8816552655573613,13,38,
SHOC1 (158401),-0.10267046286889728,0.12004223313580903,13,38,
CXorf58 (254158),-0.040428584258993636,0.020883185350250424,13,38,
KIAA1958 (158405),-0.11965725169446495,0.5244065902353209,13,38,
PTCHD1 (139411),0.0004579632046015636,0.9949275057944718,13,38,
RNF183 (138065),-0.09822968026319684,0.5545409068344971,13,38,
ASB11 (140456),-0.009456002669106657,0.4483594188122727,13,38,
PCDH19 (57526),0.013578987399807563,0.9554526767913523,13,38,
PIGA (5277),-0.2703078935067462,0.1247306401617147,13,38,
VEGFD (2277),0.06666365887033855,0.27424606403521584,13,38,
OR1Q1 (158131),0.01855869845143813,0.12330502404378482,13,38,
OR1K1 (392392),0.028210007021959773,0.06490260682969658,13,38,
STRBP (55342),-0.21952524116053507,0.27755934125720605,13,38,
CLDN3 (1365),1.0494769776701052,0.0763036945828448,13,38,
GAPVD1 (26130),0.04443407836180846,0.8306275255172306,13,38,
CARD19 (84270),0.5795395019692879,0.012800189235357702,13,38,
WNK2 (65268),0.6084388663474734,0.19831327870261128,13,38,
ATP7A (538),0.1685850194507823,0.4671578091944767,13,38,
ZNF367 (195828),-0.011278174029438759,0.9573342146149535,13,38,
NLGN4Y (22829),-0.024908449417790145,0.0712111812785118,13,38,
HDX (139324),0.16484351804259562,0.4283886226908884,13,38,
NDUFB6 (4712),0.004789924410083302,0.9768615376273195,13,38,
AQP7 (364),0.27592181813417893,0.46004646261807236,13,38,
NOL6 (65083),0.21076456399238985,0.21804448429716497,13,38,
AQP3 (360),0.7945556037012516,0.2864389527681017,13,38,
TRMT10B (158234),0.059717750272062275,0.7817834236768826,13,38,
VCP (7415),0.14628286318778194,0.3617446351836736,13,38,
PIGO (84720),0.10132168117512208,0.5799707632890228,13,38,
STOML2 (30968),0.05834246569588597,0.730046072961464,13,38,
BRWD3 (254065),-0.03376275286598274,0.8679445731849156,13,38,
SLITRK5 (26050),-0.08833297435699847,0.25921925658294526,13,38,
MELK (9833),0.08325775386469303,0.6668364812720585,13,38,
ARMC3 (219681),0.11592499700864119,0.30517848961689514,13,38,
OTUD1 (220213),0.23804130860664086,0.29637786512326725,13,38,
ARHGAP12 (94134),0.049154883240562164,0.7700466668932779,13,38,
FAT3 (120114),-0.05268234194516779,0.5325626186466221,13,38,
DEUP1 (159989),0.15631036503059656,0.2449238269406556,13,38,
HECTD2 (143279),0.24896938624872156,0.43471107301255574,13,38,
SLC7A3 (84889),-0.031870012576942816,0.3291366865743445,13,38,
FBXO33 (254170),-0.10897472647566042,0.4707337551918356,13,38,
INTS6L (203522),-0.10155109648693572,0.7662298596741002,13,38,
GPR101 (83550),-0.0007555417356352632,0.16004928081560948,13,38,
CLDN2 (9075),-0.38961844136086166,0.653496337367585,13,38,
LRFN5 (145581),-0.10398170842563423,0.1756656114612875,13,38,
LRRC18 (474354),-0.007506995845684328,0.3510543008901328,13,38,
SPTSSA (171546),-0.1413149269909324,0.4001138350028879,13,38,
WRN (7486),-0.3518621773864221,0.15610817332974028,13,38,
MARCHF8 (220972),0.2232880769155785,0.44921700849845936,13,38,
TSHR (7253),-0.05825998766524558,0.13072605809186602,13,38,
CFL2 (1073),-0.2508525213186932,0.5149907455251517,13,38,
SUGT1 (10910),-0.1949768226359252,0.3512324720960953,13,38,
GTF2A1 (2957),-0.11654331736939927,0.5224175308537384,13,38,
ZCCHC24 (219654),-0.44376442248302583,0.06512326847500802,13,38,
PGM2L1 (283209),-0.017288958938586285,0.9509012581286426,13,38,
PHYHIPL (84457),-0.5536717910055606,0.02422215705883612,13,38,
SLC16A9 (220963),-0.40990139429592887,0.2716832179265083,13,38,
FOLR2 (2350),-0.014758714794413133,0.2475238837384112,13,38,
INPPL1 (3636),0.1105916762134802,0.7141107318997226,13,38,
PHOX2A (401),0.02121429023384448,0.10203397927011802,13,38,
MBL2 (4153),-0.040607719420299566,0.18146438255066813,13,38,
GJB2 (2706),0.5073042719387573,0.28263292972738296,13,38,
CRYL1 (51084),0.4876383809931628,0.2544679553430303,13,38,
REEP3 (221035),0.032018450960186406,0.8763168458025701,13,38,
HEPACAM (220296),0.004645194766720661,0.5051661315377971,13,38,
SKA3 (221150),-0.03638133196239046,0.8930302553544226,13,38,
MICU2 (221154),-0.11435011536909645,0.5586280119706315,13,38,
DDIAS (220042),-0.12091301281530376,0.4834895518656259,13,38,
PCF11 (51585),-0.14710357099182225,0.39664442236703756,13,38,
PKNOX2 (63876),-0.11283025710706594,0.25143230691144713,13,38,
RPL10L (140801),0.045777230571638725,0.4919424937196627,13,38,
LRR1 (122769),-0.004403572023919722,0.9800109745399695,13,38,
RPL36AL (6166),-0.06293447406608799,0.718773946048102,13,38,
DNAAF2 (55172),-0.1639158123680624,0.22492257272167326,13,38,
DEPP1 (11067),0.018821018436822934,0.9622924578533947,13,38,
MAGEC3 (139081),0.00944904600635425,0.47577398481649724,13,38,
ZNF22 (7570),-0.6533672095261118,0.07252344164128104,13,38,
KLHDC2 (23588),-0.28222034620215375,0.1340690198361315,13,38,
EML5 (161436),0.06655614223437689,0.8115520115256389,13,38,
NEMF (9147),0.0034416179462279928,0.9869666330773987,13,38,
RPUSD4 (84881),0.15001172171498744,0.37821433434258,13,38,
ARF6 (382),0.044949370761584895,0.7791312584605483,13,38,
TTC8 (123016),0.12420216837291997,0.5950164886897513,13,38,
TMEM63C (57156),-0.03766309300868409,0.9127856051969986,13,38,
NGB (58157),-0.00408647607033423,0.5896786917988762,13,38,
NOXRED1 (122945),0.0036368873842439475,0.9525612498026645,13,38,
CDX2 (1045),0.08207212594263957,0.9111309210981198,13,38,
AMER2 (219287),-0.004430442986367659,0.21774854174078848,13,38,
AKR1E2 (83592),1.0672667373784896,0.011188811723566902,13,38,
KBTBD6 (89890),-0.04386226325067044,0.8569219562457968,13,38,
SSX5 (6758),0.004662743889301826,0.4097687199929313,13,38,
SSX3 (10214),-0.003733479031140919,0.08624898432186096,13,38,
OTX2 (5015),-0.07686842455416801,0.4178441807877341,13,38,
FAAH2 (158584),0.31520310621866665,0.23287533533016513,13,38,
DRGX (644168),0.023940984968292348,0.8349074874330709,13,38,
NUDT5 (11164),0.04798861803280019,0.764200343207575,13,38,
DACT1 (51339),0.07497536001908145,0.81811272082127,13,38,
OXGR1 (27199),0.02567493149209399,0.936053104359488,13,38,
UCMA (221044),-0.0011690311244007285,0.6895303186687893,13,38,
BEND7 (222389),0.18595696275407492,0.6990519406838087,13,38,
ATP5F1C (509),-0.18715925984367665,0.1450348795205508,13,38,
PRPF18 (8559),-0.09426971477363066,0.5818403601631319,13,38,
TAF3 (83860),0.006794744307009548,0.9621722564503066,13,38,
VSTM4 (196740),-0.018006257485694628,0.20689896109096093,13,38,
VDAC2 (7417),-0.014806281445267189,0.9402899664107162,13,38,
SOHLH1 (402381),-0.26757631207347915,0.19305910548895638,13,38,
COMTD1 (118881),0.03973378791812188,0.9032099782840466,13,38,
SLC18A2 (6571),-0.026326964468253833,0.8429319716642094,13,38,
PDZD8 (118987),0.18547287593976503,0.382328887757731,13,38,
ZNF503 (84858),0.18772530755877614,0.6473731519246242,13,38,
ABRAXAS2 (23172),0.028819840811806774,0.8016019321822796,13,38,
QSOX2 (169714),-0.23295670828777615,0.1305688071959947,13,38,
FAM204A (63877),-0.26088925379838646,0.11015339510449271,13,38,
NSD1 (64324),0.3770015748901212,0.1179880748155515,13,38,
PRDX3 (10935),0.02722032221840376,0.889888554436709,13,38,
ENOX2 (10495),-0.004206661701535275,0.9809365330749724,13,38,
GHITM (27069),-0.06973664637930277,0.6095278888018472,13,38,
CLEC1B (51266),-0.005960750784438939,0.32380587235541813,13,38,
SNAPC4 (6621),0.02785833672782534,0.9071041838228647,13,38,
TMEM52B (120939),-0.2018172523892038,0.4425436392502291,13,38,
PMPCA (23203),0.2186291735756578,0.30245373100050277,13,38,
ENTR1 (10807),0.023560260836005043,0.9028108730504794,13,38,
FRMD7 (90167),-0.008908507136697382,0.5061234537729045,13,38,
AK8 (158067),0.21596123625491814,0.3113910587648382,13,38,
SPACA9 (11092),0.2296062301041082,0.300495418588536,13,38,
TSC1 (7248),-0.06230013489374597,0.7437583064168863,13,38,
GFI1B (8328),-0.012113306995976236,0.8889831289639147,13,38,
HPRT1 (3251),-0.217869348171158,0.26739512684712957,13,38,
BORCS5 (118426),0.11171651919374748,0.6121807349353393,13,38,
DIPK1B (138311),0.016751011392778237,0.9628306403500907,13,38,
ZMYND19 (116225),0.16481365838336437,0.33259174891777776,13,38,
STOX1 (219736),0.15951784877515296,0.6568453468725513,13,38,
RET (5979),-0.18593436983173195,0.47332373555036755,13,38,
DDX21 (9188),-0.12724863165211442,0.4829701758362225,13,38,
BMS1 (9790),-0.0009979746660055966,0.9947291634848845,13,38,
STK32C (282974),0.24186832966766936,0.43177151050466067,13,38,
JCAD (57608),0.1404264602280918,0.6862434279740435,13,38,
OR4K2 (390431),0.0,,13,38,
FUNDC2 (65991),0.0072181869892151695,0.9676199964640121,13,38,
PIP4P1 (90809),0.1869532154715685,0.18638899342994128,13,38,
METTL17 (64745),0.029571159151906556,0.8728038593293392,13,38,
SLC39A2 (29986),-0.17535721609726612,0.2988913742358299,13,38,
NDRG2 (57447),0.09916037948919953,0.8183409131297621,13,38,
RNASE7 (84659),0.19222855271886727,0.2573469194997502,13,38,
ARHGEF40 (55701),-0.025551215892104295,0.9505952394315595,13,38,
NSMF (26012),0.009664213591960902,0.972838031356928,13,38,
ZNF219 (51222),0.5487721973723256,0.22123669494658194,13,38,
C12orf50 (160419),-0.024343062942815297,0.34259515461699086,13,38,
CASP7 (840),0.4468586871032505,0.06879725344157996,13,38,
PPP1R36 (145376),0.09233446537363155,0.7017979485067887,13,38,
BTNL9 (153579),0.23290633776303338,0.6532935655726695,13,38,
CCDC186 (55088),0.25319294477901977,0.4020965433818051,13,38,
VWA2 (340706),0.7299452656113838,0.20513758090258444,13,38,
METTL3 (56339),0.10745875401511817,0.666022894910733,13,38,
SALL2 (6297),-0.3987630960591297,0.13266556103674076,13,38,
PRAP1 (118471),0.14938036199788707,0.867511668278009,13,38,
TRUB1 (142940),-0.0978857616942217,0.5557294593051443,13,38,
ERICH6B (220081),0.023978287412892985,0.8524260487800337,13,38,
CYP2C19 (1557),-0.04595598699067506,0.5017339336344189,13,38,
ZFYVE1 (53349),0.17869048005138533,0.4707428012232977,13,38,
C10orf82 (143379),0.42228797373407134,0.16480617581927592,13,38,
HSPA12A (259217),0.5948589648873011,0.14811884874547435,13,38,
FRAT1 (10023),0.08122551494456776,0.6680563307620928,13,38,
UBTD1 (80019),0.5390121107464227,0.1490945290561722,13,38,
ANKRD2 (26287),0.30023225922772734,0.07569099218617399,13,38,
E2F7 (144455),0.01744867021376617,0.9405199393596686,13,38,
ARHGAP42 (143872),0.1508154175851959,0.5589916150843741,13,38,
ISCA2 (122961),0.10910956367520264,0.4486262894676556,13,38,
OTOGL (283310),-0.020097284774602917,0.5067846678131054,13,38,
LARGE2 (120071),0.5697364106235581,0.2635385396126473,13,38,
PACSIN3 (29763),1.1622828657325917,0.0026971069741331803,13,38,
TTC7B (145567),0.2722245369628653,0.6098203445418742,13,38,
SLC39A13 (91252),0.06759672053773746,0.8370497143559681,13,38,
PSMC3 (5702),0.020993630579147826,0.8873454350429999,13,38,
RAPSN (5913),0.02790636380949303,0.5684702905693881,13,38,
AGBL2 (79841),-0.0466988327893989,0.8521389178056137,13,38,
TC2N (123036),0.14269746065692646,0.6608423332499685,13,38,
CPSF2 (53981),-0.23970912988937876,0.12113910040596164,13,38,
SMCO2 (341346),0.029085900400921794,0.8300840627125072,13,38,
MOAP1 (64112),-0.29086467713764286,0.07950115814666875,13,38,
IFI27L1 (122509),0.13487664342301553,0.5764716620283339,13,38,
IFI27 (3429),1.266219145189603,0.3205006403749139,13,38,
SERPINA12 (145264),-0.006231260369524733,0.22272672251548103,13,38,
CLMN (79789),0.15465451933263363,0.5693292617240107,13,38,
PDZRN4 (29951),-0.0030650425630949804,0.27983670003482386,13,38,
SLC6A5 (9152),-0.002251810067956174,0.10931440664147318,13,38,
CCDC38 (120935),-0.01601452917175511,0.45370965183604506,13,38,
NELL1 (4745),-0.055767449100110736,0.18401137393378114,13,38,
PTER (9317),0.1760698055864327,0.29295430060264827,13,38,
C1QL3 (389941),-0.1940943004930436,0.021869010740207303,13,38,
CACNB2 (783),-0.06466434490130613,0.7623141580196324,13,38,
HACD1 (9200),-0.15702889947167487,0.6836881666044785,13,38,
ARL5B (221079),-0.19385050771590784,0.260936916106095,13,38,
SMCO4 (56935),-0.21846662634599667,0.6174895702818551,13,38,
CEP295 (85459),-0.1223909131165386,0.5790806766300669,13,38,
KCNC2 (3747),-0.0001050709415347682,0.9714173749698015,13,38,
TAF1D (79101),-0.2305994909976583,0.27020663182810434,13,38,
ABTB2 (25841),0.00980970978678597,0.9731643180053844,13,38,
R3HCC1L (27291),0.02041496813473831,0.9008578681616836,13,38,
AMOTL1 (154810),0.49554280828058817,0.3663769701477473,13,38,
HTRA1 (5654),0.1284823258773875,0.8296787132992167,13,38,
LIPC (3990),0.15739063321646352,0.620554290641872,13,38,
CEP57 (9702),-0.1524365650268269,0.46172342649696396,13,38,
TCP11L2 (255394),-0.0531158421425284,0.8692385773772797,13,38,
PASD1 (139135),-0.11207576582363779,0.40214206555845755,13,38,
SPRED1 (161742),0.3891676173170331,0.20878964157423816,13,38,
TMCO5A (145942),-0.0011222194054866764,0.32380587235541813,13,38,
GPR176 (11245),0.37827423817902694,0.40599045901261255,13,38,
JAM3 (83700),-0.28504582013736846,0.06136011872111848,13,38,
IL25 (64806),-0.007180193441445132,0.19352612261616503,13,38,
CMTM5 (116173),0.05638582569579925,0.4685446661750823,13,38,
GLB1L3 (112937),0.3492296821480946,0.16698692250048391,13,38,
ADAMTS15 (170689),0.13184903627704592,0.6612112440234876,13,38,
SVOP (55530),-0.12974367273501197,0.273843525254243,13,38,
SPATA19 (219938),-0.008447395577776505,0.06441364421151703,13,38,
GPT2 (84706),-0.2526831892530286,0.40520865571164577,13,38,
AMN (81693),0.39799681309194446,0.47228340550048875,13,38,
RAB8B (51762),-0.2743944142063208,0.16876523490142692,13,38,
IKBIP (121457),-0.10616844209101695,0.6850936661027711,13,38,
RPUSD2 (27079),0.051383557378033906,0.7893737991003187,13,38,
HIF1AN (55662),0.08219776757786201,0.6771718702145191,13,38,
NDUFB8 (4714),0.0026673944227910695,0.9868497004946148,13,38,
ZFYVE19 (84936),0.40491856211258703,0.0332357107026389,13,38,
PPP1R14D (54866),-0.03359711383856423,0.9615409926488594,13,38,
SPINT1 (6692),1.0027523241422536,0.010592015637152405,13,38,
FBN1 (2200),-0.3364919441215785,0.1146100407047222,13,38,
AVPR1A (552),0.00671298889510453,0.3937486960673977,13,38,
C16orf78 (123970),0.0,,13,38,
DEPDC4 (120863),0.040494408963893225,0.7655094436882495,13,38,
LRTM2 (654429),0.012096033111433369,0.5189139327991004,13,38,
OPN1MW2 (728458),0.0011042533059284615,0.3370490579535843,13,38,
BRD7 (29117),-0.04334660429277726,0.7696276551309891,13,38,
CKB (1152),0.1149214948073789,0.8628856366166522,13,38,
TRMT61A (115708),-0.04519053158819286,0.7854623753352135,13,38,
BTRC (8945),0.1821929563908884,0.3019266061449777,13,38,
POLL (27343),0.2681456064013261,0.1684259261996086,13,38,
BAG5 (9529),-0.07029492189445907,0.5551883460786222,13,38,
DPCD (25911),0.5031908355757766,0.012040017275492665,13,38,
LARP6 (55323),0.4785160887651321,0.33683177065769143,13,38,
API5 (8539),-0.2731884959216888,0.06824236546934963,13,38,
ASPG (374569),0.07963430879691968,0.38901732740779615,13,38,
ZNF319 (57567),-0.03510950522291312,0.8345183498244142,13,38,
HPS6 (79803),0.18518883625206595,0.258137689815509,13,38,
SENP8 (123228),0.03810519361182951,0.801628109379825,13,38,
NOLC1 (9221),-0.05889410390003924,0.7127707165912032,13,38,
ALKBH3 (221120),-0.2947402640282357,0.09211495102147278,13,38,
COPS2 (9318),-0.3054758340937678,0.10001114428903427,13,38,
GABRB3 (2562),-0.38007895514548706,0.1256362268099457,13,38,
SPIC (121599),0.08560978237161707,0.3034886143788105,13,38,
TBATA (219793),-0.0024751470549612097,0.8567770936980218,13,38,
SGPL1 (8879),0.404925273362565,0.14837052420486355,13,38,
FRS2 (10818),0.005036392636693421,0.9801279381551112,13,38,
CCT2 (10576),-0.21716338274172298,0.14652157198731725,13,38,
PCBD1 (5092),0.3842873636825015,0.12896555011888775,13,38,
ARIH1 (25820),0.00858081113998388,0.9689394127594224,13,38,
C16orf71 (146562),0.14529276472211572,0.2844271584841003,13,38,
CLMP (79827),-0.7807679866738176,0.009395840693291501,13,38,
SCN3B (55800),-0.2752958785081567,0.0284470794056499,13,38,
COX11 (1353),-0.27891403009619253,0.18354111207427115,13,38,
ZNF202 (7753),-0.14469901668250085,0.4750352420604642,13,38,
FAM227B (196951),0.10697359513283322,0.6002249018212065,13,38,
STXBP4 (252983),-0.2326041580431999,0.1665678295206584,13,38,
CYYR1 (116159),0.0026612611274355272,0.6942819545284136,13,38,
CUL5 (8065),-0.1617234472091056,0.4305220438746409,13,38,
MYRFL (196446),-0.019899939698737712,0.9223178219620172,13,38,
WBP1L (54838),0.3815078500106006,0.13286481284463317,13,38,
BORCS7 (119032),-0.0554600369507412,0.7758300578667128,13,38,
C2 (717),0.3701723887846564,0.2932828690995054,13,38,
PLEKHF1 (79156),0.5023899853766685,0.20282341004016063,13,38,
TMEM100 (55273),-0.07755782118214832,0.3080453360686996,13,38,
ANAPC16 (119504),-0.05577559624042827,0.7798104758606184,13,38,
SMPD1 (6609),-0.04444537104966528,0.9096668977804017,13,38,
APBB1 (322),-0.3139041609308044,0.4732689487858669,13,38,
SYNPO2L (79933),-0.048755186662249095,0.2046571577583897,13,38,
NUDT13 (25961),0.3734684499856904,0.08924753230618404,13,38,
C11orf65 (160140),-0.02800192384021083,0.813586546713915,13,38,
TRIM44 (54765),-0.0324512367844747,0.9230798684397156,13,38,
CCDC182 (101927581),0.0017413194794509501,0.7171947088624453,13,38,
ILK (3611),0.046529031929288145,0.7874694380954452,13,38,
TAF10 (6881),-0.04601718356906925,0.8340308418254823,13,38,
TPP1 (1200),-0.03672893024190582,0.8613821267542495,13,38,
DCHS1 (8642),0.16490224035678402,0.37142235447466443,13,38,
NETO1 (81832),-0.1552854678329519,0.27819663014214635,13,38,
MSS51 (118490),-0.005473480005359299,0.956287597570838,13,38,
CYB5A (1528),-0.025653228678933715,0.942489217063369,13,38,
USP54 (159195),0.2605539737546305,0.35119388457138534,13,38,
RAG1 (5896),0.13284842037608602,0.396179925994834,13,38,
POTED (317754),0.00034871157029319833,0.7789363421363991,13,38,
IFTAP (119710),-0.1870764912105347,0.5659558892732015,13,38,
WDR88 (126248),-0.026572579984373845,0.5850141829233417,13,38,
OR10A5 (144124),0.004303985731254621,0.6629434821343931,13,38,
OR2D2 (120776),-0.0011133108765094962,0.9284955319204966,13,38,
ATP9B (374868),0.2242430985699846,0.5348040466835741,13,38,
PPFIBP2 (8495),0.03149367532853109,0.9282951524742314,13,38,
MOGAT2 (80168),0.32974685654047853,0.4273998709475144,13,38,
CYB5R2 (51700),1.0670049895279092,0.01384254709267215,13,38,
SERPINB7 (8710),0.5058363599333952,0.3048137132307008,13,38,
GARRE1 (9710),-0.057878127044126426,0.7898553707341062,13,38,
SERPINB8 (5271),-0.16384837826193843,0.6649934804950389,13,38,
TUB (7275),-0.15403830659771328,0.6303639468463273,13,38,
RIC3 (79608),-0.12471616568648548,0.21550956494620396,13,38,
LMO1 (4004),-0.0061826204133978435,0.9053409810280888,13,38,
IDH3A (3419),-0.06518540043418142,0.7736618566887493,13,38,
WDR72 (256764),0.5719205575659383,0.2566756071489691,13,38,
CRABP1 (1381),-0.6200752109643929,0.011867181341407157,13,38,
PLD4 (122618),-0.018298689612755645,0.5276185858951911,13,38,
ZMAT1 (84460),0.0456222794040827,0.8307003189965324,13,38,
XRRA1 (143570),0.23296132186308416,0.27876879302882535,13,38,
TRIM66 (9866),-0.05173446586570574,0.8516632973737277,13,38,
RNF169 (254225),0.1452587745366012,0.5300588380048785,13,38,
RPL27A (6157),-0.2599033813665077,0.17376356974899684,13,38,
DENND2B (6764),-0.15177920703873937,0.5886518848842661,13,38,
CDYL2 (124359),-0.08918862621131851,0.7218152221416644,13,38,
TMEM130 (222865),0.005755989260841379,0.9174294923632633,13,38,
PRTG (283659),0.11416728999432457,0.7409025014082933,13,38,
CENPN (55839),-0.37974159327648316,0.10543597658367998,13,38,
AKIP1 (56672),0.012477640649146693,0.9443576183143465,13,38,
ATMIN (23300),0.09891573912838947,0.6099447357090404,13,38,
C16orf46 (123775),0.2568793235854637,0.06961954849537753,13,38,
TMEM41B (440026),-0.00259334689106705,0.9882042162838705,13,38,
LEO1 (123169),-0.14015103681510954,0.44949735189138795,13,38,
ZNF143 (7702),-0.07629197850071678,0.5166294089087189,13,38,
TMX3 (54495),-0.15683599120499947,0.5848061013731041,13,38,
MFAP4 (4239),-0.05240906277316659,0.8010333738882984,13,38,
WEE1 (7465),-0.11663856591517519,0.6370001008833084,13,38,
MAPK7 (5598),0.10144852903862756,0.6746057826751344,13,38,
PRKCB (5579),0.07110068268377563,0.34052323223462255,13,38,
HDGFL3 (50810),-0.3064376253844485,0.6258246590208174,13,38,
NDST2 (8509),0.29664664577062716,0.2845112488382599,13,38,
MCM7 (4176),-0.01459986029998106,0.9369779849046294,13,38,
CLEC3A (10143),-0.1401306378023384,0.27111474009236497,13,38,
CCDC68 (80323),0.21166528690001418,0.49129781873784006,13,38,
CLEC4E (26253),-0.0017267070725838062,0.8475085152014199,13,38,
ZNF3 (7551),0.04245443685317074,0.8118156986472568,13,38,
CLEC4D (338339),-0.00036019856252261133,0.904035854894716,13,38,
ZSCAN21 (7589),-0.1270324938058387,0.49922716578205995,13,38,
RIMKLB (57494),0.27922055827282444,0.6105973475706332,13,38,
A2ML1 (144568),0.2381399185801411,0.20074185019443244,13,38,
BEAN1 (146227),0.3777128953062134,0.16561076370935246,13,38,
TK2 (7084),0.06148508304856959,0.8048186863813237,13,38,
TMED3 (23423),-0.27127679545468464,0.5941053022371178,13,38,
SLC38A8 (146167),0.1747617286967797,0.19210927702150588,13,38,
SEC11C (90701),-0.763847412262499,0.012349770460004288,13,38,
CPLX4 (339302),0.0035868403684298743,0.5109730962507001,13,38,
GALR1 (2587),0.0,,13,38,
TMEM135 (65084),-0.1349116404638755,0.5721283929046481,13,38,
IQCD (115811),0.5757302814389316,0.030291168080209378,13,38,
NDEL1 (81565),0.13424379294874544,0.5594794396563783,13,38,
CENPV (201161),-0.1096249335506716,0.8033466451281338,13,38,
CDH16 (1014),0.03348377627107452,0.9333515533396016,13,38,
RRAD (6236),0.17373247367389005,0.49473367303833693,13,38,
CIAO2B (51647),-0.0021280620283627982,0.9897690557190009,13,38,
CFAP52 (146845),0.07082255594746678,0.2874299032514256,13,38,
HSP90B1 (7184),-0.22132487942607781,0.22094626665843575,13,38,
MC4R (4160),-0.12622435703873522,0.2989805723870798,13,38,
BLCAP (10904),0.16994052820188532,0.5475343120675371,13,38,
SERPINB12 (89777),0.013078164183367682,0.400875800808158,13,38,
CHRFAM7A (89832),-0.08211994971261952,0.43336565269776484,13,38,
ATF7IP2 (80063),-0.18940125618256598,0.6720573882474901,13,38,
MMP10 (4319),-0.2857723905878198,0.1957827780763853,13,38,
TVP23A (780776),0.02933469431956881,0.6624973392533424,13,38,
BEX3 (27018),1.336484965158637,0.10142022601335154,13,38,
TMPRSS5 (80975),-0.09059743174013868,0.5545692381754206,13,38,
COG1 (9382),0.10297108802197119,0.5676408587355659,13,38,
PLEKHA7 (144100),0.5429145232489172,0.1398133040077601,13,38,
ZNF606 (80095),-0.2173833176850617,0.47658323089149857,13,38,
ZCCHC18 (644353),-0.05830079235034949,0.6478631055761424,13,38,
B2M (567),-0.16239884223692336,0.8111021831575723,13,38,
ZNF592 (9640),0.07431534951970775,0.7093919534119417,13,38,
GOLM2 (113201),-0.03725169722561894,0.8838541654268752,13,38,
